clave,tipo,archivo,linea,texto_original,texto_con_marcadores,tiene_interpolacion,nota
app-strings.library-available-without-device,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,90,Puedes armar tu biblioteca sin el iPod conectado; se sincroniza cuando lo conectes.,Puedes armar tu biblioteca sin el iPod conectado; se sincroniza cuando lo conectes.,no,
app-strings.library-columns,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,194,Columnas,Columnas,no,
app-strings.library-columns-detail,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,196,Elige qué columnas ver. Título siempre está y va primero.,Elige qué columnas ver. Título siempre está y va primero.,no,
app-strings.library-drop-hint-libraryitemkind-music,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,116,Arrastra aquí tu música o una carpeta de álbumes.,Arrastra aquí tu música o una carpeta de álbumes.,no,
app-strings.library-drop-hint-libraryitemkind-photo,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,118,Arrastra aquí tus fotos o una carpeta de imágenes.,Arrastra aquí tus fotos o una carpeta de imágenes.,no,
app-strings.library-drop-hint-libraryitemkind-video,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,117,"Arrastra aquí tus películas, series o videos.","Arrastra aquí tus películas, series o videos.",no,
app-strings.library-drop-hint-texto,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,119,Arrastra aquí tus archivos.,Arrastra aquí tus archivos.,no,
app-strings.library-empty,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,94,Tu biblioteca está vacía.,Tu biblioteca está vacía.,no,
app-strings.library-favorites-only,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,193,Solo favoritos,Solo favoritos,no,
app-strings.library-kind-libraryitemkind-music,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,209,Música,Música,no,
app-strings.library-kind-libraryitemkind-photo,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,211,Imagen,Imagen,no,
app-strings.library-kind-libraryitemkind-video,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,210,Video,Video,no,
app-strings.library-kind-texto,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,212,No compatible,No compatible,no,
app-strings.library-locked-reason,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,86,El iPod conectado no tiene un firmware de la familia Aura corriendo. Instálalo desde el Instalador para administrar y sincronizar tu biblioteca.,El iPod conectado no tiene un firmware de la familia Aura corriendo. Instálalo desde el Instalador para administrar y sincronizar tu biblioteca.,no,
app-strings.library-nothing-here-yet,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,139,Todavía no hay nada en esta sección.,Todavía no hay nada en esta sección.,no,
app-strings.library-open-folder,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,141,Abrir la carpeta de la biblioteca,Abrir la carpeta de la biblioteca,no,
app-strings.library-remove,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,144,Quitar de la biblioteca,Quitar de la biblioteca,no,
app-strings.library-root-choose,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,111,Elegir otra biblioteca,Elegir otra biblioteca,no,
app-strings.library-root-create,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,112,Crear una nueva,Crear una nueva,no,
app-strings.library-root-missing-1,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,103,No hay ninguna carpeta de biblioteca configurada.,No hay ninguna carpeta de biblioteca configurada.,no,
app-strings.library-root-missing-2,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,104,La biblioteca está en un disco que no está conectado: {root},La biblioteca está en un disco que no está conectado: {0},sí,
app-strings.library-root-missing-detail,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,107,No se perdió nada: el catálogo y tus archivos siguen en ese disco. Conéctalo y la biblioteca vuelve sola.,No se perdió nada: el catálogo y tus archivos siguen en ese disco. Conéctalo y la biblioteca vuelve sola.,no,
app-strings.library-root-retry,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,110,Conectar el disco y reintentar,Conectar el disco y reintentar,no,
app-strings.library-season-1,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,205,Sin temporada,Sin temporada,no,
app-strings.library-season-2,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,205,Temporada {number},Temporada {0},sí,
app-strings.library-section-only-its-type-libraryitemkind-music,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,128,"Esta sección solo acepta música. Las carátulas que vengan junto a un álbum se guardan como portada, no como fotos.","Esta sección solo acepta música. Las carátulas que vengan junto a un álbum se guardan como portada, no como fotos.",no,
app-strings.library-section-only-its-type-libraryitemkind-photo,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,130,Esta sección solo acepta imágenes.,Esta sección solo acepta imágenes.,no,
app-strings.library-section-only-its-type-libraryitemkind-video,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,129,Esta sección solo acepta video. Una imagen con el mismo nombre que un video se guarda como su póster.,Esta sección solo acepta video. Una imagen con el mismo nombre que un video se guarda como su póster.,no,
app-strings.library-similar-found-on-drop,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,192,{summary} Encontramos elementos parecidos entre lo que agregaste — revísalos en Similares.,{0} Encontramos elementos parecidos entre lo que agregaste — revísalos en Similares.,sí,
app-strings.library-sort-ascending,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,198,Ascendente,Ascendente,no,
app-strings.library-sort-by,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,197,Ordenar por,Ordenar por,no,
app-strings.library-status-6,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,227,Error: {error},Error: {0},sí,
app-strings.library-status-7,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,227,Error,Error,no,
app-strings.library-status-libraryitemstate-enrichi,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,223,Buscando información,Buscando información,no,
app-strings.library-status-libraryitemstate-needsre,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,226,Necesita revisión,Necesita revisión,no,
app-strings.library-status-libraryitemstate-queued,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,222,En cola,En cola,no,
app-strings.library-status-libraryitemstate-ready,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,225,Listo,Listo,no,
app-strings.library-status-libraryitemstate-transco,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,224,Convirtiendo… {status.Progress * 100:0}%,Convirtiendo… {0}%,sí,
app-strings.licenses-document-missing,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,629,{name}: no incluido en estos archivos,{0}: no incluido en estos archivos,sí,
app-strings.licenses-document-present,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,628,{name}: incluido,{0}: incluido,sí,
app-strings.licenses-families-heading,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,618,Firmware incluido,Firmware incluido,no,
app-strings.licenses-intro,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,612,"mks5lboot, bootloader-ipod6g.ipod, rockbox.ipod y rockbox.zip son obras derivadas de Rockbox y se distribuyen bajo la Licencia Pública General de GNU, versión 2. Aura Studio los incluye como agregación y no los modifica de ninguna forma. Para cada firmware incluido puedes obtener su código fuente completo en el repositorio y la versión exacta que se listan abajo.","mks5lboot, bootloader-ipod6g.ipod, rockbox.ipod y rockbox.zip son obras derivadas de Rockbox y se distribuyen bajo la Licencia Pública General de GNU, versión 2. Aura Studio los incluye como agregación y no los modifica de ninguna forma. Para cada firmware incluido puedes obtener su código fuente completo en el repositorio y la versión exacta que se listan abajo.",no,
app-strings.licenses-libraries-heading,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,654,Bibliotecas incluidas,Bibliotecas incluidas,no,
app-strings.licenses-libraries-intro,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,657,"Aura Studio incluye bibliotecas de software libre. Se distribuyen como archivos aparte junto al programa, sin modificar, y puedes reemplazarlas por otra versión compatible.","Aura Studio incluye bibliotecas de software libre. Se distribuyen como archivos aparte junto al programa, sin modificar, y puedes reemplazarlas por otra versión compatible.",no,
app-strings.licenses-open,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,609,Ver licencias,Ver licencias,no,
app-strings.licenses-repository-label,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,619,Código fuente,Código fuente,no,
app-strings.licenses-subtitle,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,608,Software libre incluido en Aura Studio,Software libre incluido en Aura Studio,no,
app-strings.licenses-tag-label,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,620,Versión incluida,Versión incluida,no,
app-strings.licenses-tag-lib-detail,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,664,"Lee las etiquetas y las carátulas de tus archivos de música (MP3, FLAC, M4A). En Aura Studio para Mac ese trabajo lo hace AVFoundation, que no existe en Windows.","Lee las etiquetas y las carátulas de tus archivos de música (MP3, FLAC, M4A). En Aura Studio para Mac ese trabajo lo hace AVFoundation, que no existe en Windows.",no,
app-strings.licenses-tag-lib-name,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,661,TagLib# 2.3.0 — LGPL v2.1,TagLib# 2.3.0 — LGPL v2.1,no,
app-strings.licenses-tag-lib-source,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,667,https://github.com/mono/taglib-sharp,https://github.com/mono/taglib-sharp,no,
app-strings.licenses-title,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,607,Licencias,Licencias,no,
app-strings.licenses-tool-from-release,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,634,Publicada en el Release {tag} y verificada contra su checksums.txt.,Publicada en el Release {0} y verificada contra su checksums.txt.,sí,
app-strings.licenses-tool-heading,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,631,Herramienta de grabado (mks5lboot.exe),Herramienta de grabado (mks5lboot.exe),no,
app-strings.licenses-tool-local-pin,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,637,Compilada aparte para Windows: el Release publica la versión de Unix. Coincide con el hash fijado en el propio Aura Studio (origen declarado: {tag}). Su código fuente es el del repositorio del firmware que se indica arriba.,Compilada aparte para Windows: el Release publica la versión de Unix. Coincide con el hash fijado en el propio Aura Studio (origen declarado: {0}). Su código fuente es el del repositorio del firmware que se indica arriba.,sí,
app-strings.licenses-tool-missing,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,644,No está incluida en esta copia.,No está incluida en esta copia.,no,
app-strings.licenses-tool-unverified,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,642,No se pudo comprobar contra ningún hash. Aura Studio no la ejecutará hasta poder verificarla.,No se pudo comprobar contra ningún hash. Aura Studio no la ejecutará hasta poder verificarla.,no,
app-strings.licenses-unknown-tag,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,622,No se conoce,No se conoce,no,
app-strings.licenses-unknown-tag-detail,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,625,Estos archivos se copiaron sin registrar de qué Release salieron. Vuelve a poblarlos con scripts/FirmwareFetch.ps1 para que la versión quede anotada.,Estos archivos se copiaron sin registrar de qué Release salieron. Vuelve a poblarlos con scripts/FirmwareFetch.ps1 para que la versión quede anotada.,no,
app-strings.nav-albums,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,44,Álbumes,Álbumes,no,
app-strings.nav-all-photos,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,56,Todas las fotos,Todas las fotos,no,
app-strings.nav-all-videos,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,51,Todos los videos,Todos los videos,no,
app-strings.nav-artists,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,43,Artistas,Artistas,no,
app-strings.nav-clips,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,50,Videoclips,Videoclips,no,
app-strings.nav-extras,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,57,Extras,Extras,no,
app-strings.nav-general,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,41,General,General,no,
app-strings.nav-installer,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,58,Instalador,Instalador,no,
app-strings.nav-movies,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,48,Películas,Películas,no,
app-strings.nav-music,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,42,Música,Música,no,
app-strings.nav-photos,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,52,Fotos,Fotos,no,
app-strings.nav-photos-ai,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,55,IA,IA,no,
app-strings.nav-photos-images,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,54,Imágenes,Imágenes,no,
app-strings.nav-photos-photos,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,53,Fotos,Fotos,no,
app-strings.nav-playlists,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,46,Listas,Listas,no,
app-strings.nav-series,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,49,Series,Series,no,
app-strings.nav-settings,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,60,Ajustes,Ajustes,no,
app-strings.nav-songs,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,45,Canciones,Canciones,no,
app-strings.nav-themes,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,59,Temas,Temas,no,
app-strings.nav-video,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,47,Video,Video,no,
app-strings.never-synced,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,253,Este iPod todavía no se ha sincronizado con Aura Studio.,Este iPod todavía no se ha sincronizado con Aura Studio.,no,
app-strings.no-device,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,64,Sin dispositivo,Sin dispositivo,no,
app-strings.not-available,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,256,No disponible,No disponible,no,
app-strings.orphans-button,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,312,Buscar huérfanos,Buscar huérfanos,no,
app-strings.orphans-clean-button,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,313,Limpiar archivos huérfanos,Limpiar archivos huérfanos,no,
app-strings.orphans-confirm-message,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,325,"{OrphansFound(scan)} No están ligados a ningún elemento de tu biblioteca; borrarlos no afecta ninguna canción, foto ni video que tengas.","{0} No están ligados a ningún elemento de tu biblioteca; borrarlos no afecta ninguna canción, foto ni video que tengas.",sí,
app-strings.orphans-detail,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,308,"Preparados y carátulas que ya no le pertenecen a ningún elemento de tu biblioteca — de elementos eliminados antes de esta versión, o de un reprocesamiento. No son tus archivos originales: son copias técnicas que Aura arma sola y puede volver a armar si hicieran falta.","Preparados y carátulas que ya no le pertenecen a ningún elemento de tu biblioteca — de elementos eliminados antes de esta versión, o de un reprocesamiento. No son tus archivos originales: son copias técnicas que Aura arma sola y puede volver a armar si hicieran falta.",no,
app-strings.orphans-none-found,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,315,No hay archivos huérfanos: no hace falta limpiar nada.,No hay archivos huérfanos: no hace falta limpiar nada.,no,
app-strings.orphans-title,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,306,Archivos huérfanos,Archivos huérfanos,no,
app-strings.section-content,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,235,Contenido en el iPod,Contenido en el iPod,no,
app-strings.section-pending-detail,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,679,Esta sección llega en la {phase} del port a Windows. La navegación ya está en su lugar para que nada cambie cuando el contenido aparezca.,Esta sección llega en la {0} del port a Windows. La navegación ya está en su lugar para que nada cambie cuando el contenido aparezca.,sí,
app-strings.section-pending-title,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,676,Todavía no está lista,Todavía no está lista,no,
app-strings.section-storage,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,234,Almacenamiento,Almacenamiento,no,
app-strings.service-pause-asks-for-permission,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,568,Esto sí te va a pedir permiso de administrador.,Esto sí te va a pedir permiso de administrador.,no,
app-strings.service-pause-button,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,570,Pausar los servicios de Apple,Pausar los servicios de Apple,no,
app-strings.service-pause-detail,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,563,Windows puede tener el servicio de Apple ocupando el iPod. Podemos detenerlo mientras dura esto y lo volvemos a encender al terminar.,Windows puede tener el servicio de Apple ocupando el iPod. Podemos detenerlo mientras dura esto y lo volvemos a encender al terminar.,no,
app-strings.service-pause-not-running,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,573,"El servicio de Apple no está corriendo, así que no es lo que está estorbando.","El servicio de Apple no está corriendo, así que no es lo que está estorbando.",no,
app-strings.service-pause-title,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,560,¿No aparece?,¿No aparece?,no,
app-strings.settings-about,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,279,Acerca de,Acerca de,no,
app-strings.settings-appearance,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,262,Apariencia,Apariencia,no,
app-strings.settings-language-detail,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,273,"Aura Studio para Windows está en español de México. No hay selector de idioma: a diferencia de la versión para Mac, esta app se hizo en un solo idioma.","Aura Studio para Windows está en español de México. No hay selector de idioma: a diferencia de la versión para Mac, esta app se hizo en un solo idioma.",no,
app-strings.settings-subtitle,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,261,Preferencias de Aura Studio,Preferencias de Aura Studio,no,
app-strings.settings-theme,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,263,Tema,Tema,no,
app-strings.settings-theme-detail,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,265,Aura Studio sigue el tema de Windows. Puedes fijarlo en claro u oscuro solo para esta app.,Aura Studio sigue el tema de Windows. Puedes fijarlo en claro u oscuro solo para esta app.,no,
app-strings.settings-title,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,260,Ajustes,Ajustes,no,
app-strings.storage-change-only-affects-future,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,301,Cambiar este ajuste solo afecta lo que importes de ahora en adelante: lo que ya está en tu biblioteca se queda como está.,Cambiar este ajuste solo afecta lo que importes de ahora en adelante: lo que ya está en tu biblioteca se queda como está.,no,
app-strings.storage-copy-explainer,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,291,"Copiar a la Biblioteca de Aura: Aura controla los archivos, edita sus etiquetas y los sincroniza directo; ocupa espacio en disco (una copia); puedes borrar tus originales después.","Copiar a la Biblioteca de Aura: Aura controla los archivos, edita sus etiquetas y los sincroniza directo; ocupa espacio en disco (una copia); puedes borrar tus originales después.",no,
app-strings.storage-reference-explainer,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,296,"Referenciar en su lugar: no ocupa espacio extra ni toca tus archivos; Aura mantiene una versión preparada aparte (.preparados/), las ediciones viven solo en Aura y en el iPod, y si el disco original no está, esas canciones no se pueden sincronizar.","Referenciar en su lugar: no ocupa espacio extra ni toca tus archivos; Aura mantiene una versión preparada aparte (.preparados/), las ediciones viven solo en Aura y en el iPod, y si el disco original no está, esas canciones no se pueden sincronizar.",no,
app-strings.storage-section-title,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,283,Cómo guardar tu música,Cómo guardar tu música,no,
app-strings.theme-dark,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,278,Oscuro,Oscuro,no,
app-strings.theme-light,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,277,Claro,Claro,no,
app-strings.theme-system,AppStrings,studio/windows/AuraStudio.App/Resources/AppStrings.cs,276,Igual que el sistema,Igual que el sistema,no,
app-update-service.aura-studio-installedversion-es-version,StatusMessage,studio/windows/AuraStudio.App/Services/AppUpdateService.cs,147,Aura Studio {InstalledVersion} es la versión más nueva publicada.,Aura Studio {0} es la versión más nueva publicada.,sí,
app-update-service.buscando-actualizaciones-aura-studio,StatusMessage,studio/windows/AuraStudio.App/Services/AppUpdateService.cs,126,Buscando actualizaciones de Aura Studio…,Buscando actualizaciones de Aura Studio…,no,
app-update-service.descargando-aura-studio-available-value,StatusMessage,studio/windows/AuraStudio.App/Services/AppUpdateService.cs,202,Descargando Aura Studio {Available.Value.Version.ReleaseString}…,Descargando Aura Studio {0}…,sí,
app-update-service.se-detuvo-busqueda-actualizaciones,StatusMessage,studio/windows/AuraStudio.App/Services/AppUpdateService.cs,163,Se detuvo la búsqueda de actualizaciones.,Se detuvo la búsqueda de actualizaciones.,no,
artists-page.buscar-artistas,XAML,studio/windows/AuraStudio.App/Views/ArtistsPage.xaml,30,Buscar artistas,Buscar artistas,no,
artists-page.buscar-fotos,XAML,studio/windows/AuraStudio.App/Views/ArtistsPage.xaml,111,Buscar fotos,Buscar fotos,no,
artists-page.buscar-informacion-linea,XAML,studio/windows/AuraStudio.App/Views/ArtistsPage.xaml,110,Buscar información en línea,Buscar información en línea,no,
artists-page.buscar-informacion-linea-2,XAML,studio/windows/AuraStudio.App/Views/ArtistsPage.xaml,137,Buscar información en línea,Buscar información en línea,no,
artists-page.elige-artista-lista,XAML,studio/windows/AuraStudio.App/Views/ArtistsPage.xaml,95,Elige un artista de la lista.,Elige un artista de la lista.,no,
artists-page.eliminar,XAML,studio/windows/AuraStudio.App/Views/ArtistsPage.xaml,113,Eliminar,Eliminar,no,
artists-page.mostrar-explorador,XAML,studio/windows/AuraStudio.App/Views/ArtistsPage.xaml,112,Mostrar en el Explorador,Mostrar en el Explorador,no,
artists-page.todavia-hay-musica-biblioteca,XAML,studio/windows/AuraStudio.App/Views/ArtistsPage.xaml,45,Todavía no hay música en la biblioteca.,Todavía no hay música en la biblioteca.,no,
context-menu.abrir,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,153,Abrir,Abrir,no,
context-menu.abrir-2,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,248,Abrir,Abrir,no,
context-menu.abrir-3,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,293,Abrir,Abrir,no,
context-menu.aplicar-caratula-recomendada,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,175,Aplicar carátula recomendada,Aplicar carátula recomendada,no,
context-menu.aplicar-caratula-recomendada-scope-count,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,176,Aplicar carátula recomendada a {scope.Count} álbumes,Aplicar carátula recomendada a {0} álbumes,sí,
context-menu.ascendente,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,524,Ascendente,Ascendente,no,
context-menu.buscar-caratulas-scope-albumcount-albume,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,140,Buscar carátulas de {scope.AlbumCount} álbumes...,Buscar carátulas de {0} álbumes...,sí,
context-menu.buscar-elementos-similares,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,486,Buscar elementos similares...,Buscar elementos similares...,no,
context-menu.buscar-foto-artista,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,201,Buscar foto del artista,Buscar foto del artista,no,
context-menu.buscar-fotos-artistas,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,201,Buscar fotos de los artistas,Buscar fotos de los artistas,no,
context-menu.buscar-informacion-linea,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,405,Buscar información en línea,Buscar información en línea,no,
context-menu.buscar-letra,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,411,Buscar letra,Buscar letra,no,
context-menu.buscar-poster-linea,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,433,Buscar póster en línea,Buscar póster en línea,no,
context-menu.cambiar-categoria,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,448,Cambiar categoría,Cambiar categoría,no,
context-menu.cambiar-nombre,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,459,Cambiar nombre...,Cambiar nombre...,no,
context-menu.change-category,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,117,Cambiar categoría,Cambiar categoría,no,
context-menu.descendente,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,525,Descendente,Descendente,no,
context-menu.disolver-album,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,307,Disolver álbum,Disolver álbum,no,
context-menu.disolver-albumes,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,307,Disolver álbumes,Disolver álbumes,no,
context-menu.eliminar,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,349,Eliminar,Eliminar,no,
context-menu.eliminar-2,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,481,Eliminar,Eliminar,no,
context-menu.eliminar-3,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,488,Eliminar,Eliminar,no,
context-menu.eliminar-album,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,182,Eliminar álbum,Eliminar álbum,no,
context-menu.eliminar-albumes,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,182,Eliminar álbumes,Eliminar álbumes,no,
context-menu.eliminar-artista,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,215,Eliminar artista,Eliminar artista,no,
context-menu.eliminar-artistas,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,215,Eliminar artistas,Eliminar artistas,no,
context-menu.eliminar-biblioteca,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,337,Eliminar de la biblioteca,Eliminar de la biblioteca,no,
context-menu.eliminar-caratula,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,415,Eliminar carátula,Eliminar carátula,no,
context-menu.eliminar-episodio,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,278,Eliminar episodio,Eliminar episodio,no,
context-menu.eliminar-episodios,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,278,Eliminar episodios,Eliminar episodios,no,
context-menu.eliminar-fotos-biblioteca,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,316,Eliminar fotos de la biblioteca,Eliminar fotos de la biblioteca,no,
context-menu.eliminar-pelicula,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,236,Eliminar película,Eliminar película,no,
context-menu.eliminar-peliculas,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,236,Eliminar películas,Eliminar películas,no,
context-menu.eliminar-serie,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,239,Eliminar serie,Eliminar serie,no,
