clase	donde	codigo
PANTALLA	AuraStudio.App\ViewModels\SimilarItemsViewModel.cs:175	LastMessage = "Listo, no se vuelve a mostrar. Puedes restablecerlo abajo.";
PANTALLA	AuraStudio.App\ViewModels\SimilarItemsViewModel.cs:58	? "No se encontró nada nuevo. Hay grupos que ya marcaste como \"no son lo mismo\": puedes volver a mostrarlos abajo."
PANTALLA	AuraStudio.App\ViewModels\SimilarItemsViewModel.cs:59	: "No se encontraron elementos parecidos en tu biblioteca.";
PANTALLA	AuraStudio.App\ViewModels\SongsViewModel.cs:18	public string FavoriteLabel => IsFavorite ? "Favorito" : "No es favorito";
PANTALLA	AuraStudio.App\ViewModels\SongsViewModel.cs:250	? "Ninguna canción está marcada como favorita. Quita el filtro para verlas todas."
PANTALLA	AuraStudio.App\ViewModels\SyncViewModel.cs:125	: "El iPod ya está al día con tu biblioteca.";
PANTALLA	AuraStudio.App\ViewModels\SyncViewModel.cs:177	? "Ya puedes desconectar el iPod."
PANTALLA	AuraStudio.App\ViewModels\SyncViewModel.cs:178	: "No se pudo expulsar el iPod. Ciérralo desde el Explorador antes de desconectarlo.";
PANTALLA	AuraStudio.App\ViewModels\SyncViewModel.cs:252	0 => "No hay nada listo para sincronizar.",
PANTALLA	AuraStudio.App\ViewModels\SyncViewModel.cs:253	1 => "1 archivo listo para sincronizar.",
PANTALLA	AuraStudio.App\ViewModels\SyncViewModel.cs:346	if (!result.Success) return result.ErrorMessage ?? "La sincronización no se completó.";
PANTALLA	AuraStudio.App\ViewModels\SyncViewModel.cs:399	SyncPhase.Scanning => "Analizando la biblioteca…",
PANTALLA	AuraStudio.App\ViewModels\SyncViewModel.cs:402	SyncPhase.WritingManifest => "Guardando letras, carátulas e índices…",
PANTALLA	AuraStudio.App\ViewModels\SyncViewModel.cs:403	SyncPhase.WritingSyncMarker => "Preparando la actualización del iPod…",
PANTALLA	AuraStudio.App\ViewModels\SyncViewModel.cs:78	: "Conecta un iPod para sincronizar.";
PANTALLA	AuraStudio.App\ViewModels\ThemesViewModel.cs:101	if (NewThemeSourceFolder.Length == 0) return "Elige la carpeta con los assets ya generados.";
PANTALLA	AuraStudio.App\ViewModels\ThemesViewModel.cs:102	if (NewThemeName.Trim().Length == 0) return "Ponle un nombre al tema.";
PANTALLA	AuraStudio.App\ViewModels\ThemesViewModel.cs:106	: $"\"{NewThemeName.Trim()}\" no produce un id válido: usa letras, números y espacios.";
PANTALLA	AuraStudio.App\ViewModels\ThemesViewModel.cs:132	Name = "Aura (integrado en el firmware)",
PANTALLA	AuraStudio.App\ViewModels\ThemesViewModel.cs:151	? "Todavía no hay temas instalados en este iPod."
PANTALLA	AuraStudio.App\ViewModels\ThemesViewModel.cs:170	ErrorMessage = $"\"{row.Name}\" no se puede activar: {row.Reason}";
PANTALLA	AuraStudio.App\ViewModels\ThemesViewModel.cs:200	ErrorMessage = $"No se pudo quitar \"{row.Name}\" del iPod.";
PANTALLA	AuraStudio.App\ViewModels\ThemesViewModel.cs:226	ErrorMessage = $"\"{name}\" no produce un id válido: usa letras, números y espacios.";
PANTALLA	AuraStudio.App\ViewModels\ThemesViewModel.cs:36	: "Este tema usa material de licencia restringida: es para tu uso personal y no se puede compartir.";
PANTALLA	AuraStudio.App\ViewModels\ThemesViewModel.cs:38	public string StateText => IsActive ? "Activo" : Loadable ? "" : "No carga";
PANTALLA	AuraStudio.App\ViewModels\ThemesViewModel.cs:74	: "El iPod detectado no tiene Aura activo: los temas son de Aura."
PANTALLA	AuraStudio.App\ViewModels\ThemesViewModel.cs:75	: "Conecta tu iPod con Aura para ver y cambiar sus temas.";
PANTALLA	AuraStudio.App\Views\ArtistsPage.xaml.cs:350	Text = album.IsFavorite ? "Quitar favorito del álbum" : "Marcar álbum como favorito"
PANTALLA	AuraStudio.App\Views\ArtistsPage.xaml.cs:350	Text = album.IsFavorite ? "Quitar favorito del álbum" : "Marcar álbum como favorito"
PANTALLA	AuraStudio.App\Views\DeviceListPage.xaml.cs:150	Text = "Se quedan en el iPod. Marca los que quieras quitar y vuelve a sincronizar; " +
PANTALLA	AuraStudio.App\Views\DeviceListPage.xaml.cs:151	"los demás no se tocan.",
PANTALLA	AuraStudio.App\Views\MediaGridPage.xaml.cs:314	return chain.Count == 0 ? "(sin árbol)" : string.Join(" > ", chain);
PANTALLA	AuraStudio.App\Views\MediaInfoDialog.cs:106	Caption("Se sincroniza con el iPod: la misma calificación que eliges aquí o en el aparato.");
PANTALLA	AuraStudio.App\Views\MediaInfoDialog.cs:113	Field("Álbum", draft.Album);
PANTALLA	AuraStudio.App\Views\MediaInfoDialog.cs:114	Field("Artista del álbum (opcional)", draft.AlbumArtist);
PANTALLA	AuraStudio.App\Views\MediaInfoDialog.cs:126	Caption("Se guarda junto a la canción y se muestra en el iPod mientras suena.");
PANTALLA	AuraStudio.App\Views\MediaInfoDialog.cs:151	Field("Nombre de la serie", draft.SeriesName);
PANTALLA	AuraStudio.App\Views\MediaInfoDialog.cs:154	Caption("El nombre con el que el episodio llega al iPod se arma con estos tres campos: cambiarlos y volver a sincronizar lo reagrupa.");
PANTALLA	AuraStudio.App\Views\MediaInfoDialog.cs:158	Caption("Los datos de serie aparecen al elegir la categoría Series aquí abajo y volver a abrir esta hoja.");
PANTALLA	AuraStudio.App\Views\MediaInfoDialog.cs:180	Section("Archivo");
PANTALLA	AuraStudio.App\Views\MediaInfoDialog.cs:217	Album = Text("Álbum"),
PANTALLA	AuraStudio.App\Views\MediaInfoDialog.cs:218	AlbumArtist = Text("Artista del álbum (opcional)"),
PANTALLA	AuraStudio.App\Views\MediaInfoDialog.cs:226	SeriesName = Text("Nombre de la serie"),
PANTALLA	AuraStudio.App\Views\PlaylistsPage.xaml.cs:41	string? name = await AskForName("Renombrar la lista", row.Name);
PANTALLA	AuraStudio.App\Views\PlaylistsPage.xaml.cs:84	var box = new TextBox { Text = current, PlaceholderText = "Nombre de la lista" };
PANTALLA	AuraStudio.App\Views\SettingsPage.xaml.cs:218	? "Guardada en el Administrador de credenciales."
PANTALLA	AuraStudio.App\Views\SettingsPage.xaml.cs:219	: "Sin configurar."
PANTALLA	AuraStudio.App\Views\SettingsPage.xaml.cs:224	PlaceholderText = ViewModel.HasKey(service) ? "Ya hay una guardada" : "Pega la clave aquí",
PANTALLA	AuraStudio.App\Views\SettingsPage.xaml.cs:224	PlaceholderText = ViewModel.HasKey(service) ? "Ya hay una guardada" : "Pega la clave aquí",
PANTALLA	AuraStudio.App\Views\SettingsPage.xaml.cs:233	input.PlaceholderText = ViewModel.HasKey(service) ? "Ya hay una guardada" : "Pega la clave aquí";
PANTALLA	AuraStudio.App\Views\SettingsPage.xaml.cs:233	input.PlaceholderText = ViewModel.HasKey(service) ? "Ya hay una guardada" : "Pega la clave aquí";
PANTALLA	AuraStudio.App\Views\SettingsPage.xaml.cs:241	input.PlaceholderText = "Pega la clave aquí";
PANTALLA	AuraStudio.App\Views\SettingsPage.xaml.cs:244	var open = new HyperlinkButton { Content = "Conseguir la clave", NavigateUri = new Uri(service.Url) };
PANTALLA	AuraStudio.App\Views\SongsPage.xaml.cs:551	Text = "Cambia cómo se ve en tu biblioteca y en el iPod. El archivo en disco no se toca.",
PANTALLA	AuraStudio.App\Views\SongsPage.xaml.cs:75	ViewModel.SetScope(new MusicScope.All(), AppStrings.NavSongs, "Toda tu música.");
PANTALLA	AuraStudio.App\Views\ThemesPage.xaml.cs:57	? "Es el tema activo: el iPod vuelve al tema integrado de Aura."
PANTALLA	AuraStudio.App\Views\ThemesPage.xaml.cs:58	: "Se borra del iPod. Puedes volver a instalarlo si conservas la carpeta de assets.",
PANTALLA	AuraStudio.Core\DeviceConfig.cs:125	"El nombre de este iPod se puso desde otra computadora; solo desde ahí se puede cambiar.";
PANTALLA	AuraStudio.Core\DeviceFirmwareLabel.cs:24	string dual = device.IsDualBoot ? " (dual boot con Apple)" : "";
PANTALLA	AuraStudio.Core\DeviceFirmwareLabel.cs:32	? "Firmware original de Apple en el disco — pero el USB lo atiende el bootloader de Aura/Rockbox (modo USB del bootloader)"
PANTALLA	AuraStudio.Core\DeviceFirmwareLabel.cs:36	? "Disco vacío — el USB lo atiende el bootloader de Aura/Rockbox (modo USB del bootloader)"
PANTALLA	AuraStudio.Core\DeviceFirmwareLabel.cs:37	: "Disco vacío, sin firmware"
PANTALLA	AuraStudio.Core\DeviceFirmwareLabel.cs:57	: "Firmware de la familia Aura instalado — conectado desde el firmware, todavía sin escribir su configuración" + dual;
PANTALLA	AuraStudio.Core\DeviceFirmwareLabel.cs:64	: "Archivos de la familia Aura en el disco, pero el iPod está corriendo el firmware de Apple y ese firmware nunca ha arrancado aquí — no hay evidencia de que esté instalado";
PANTALLA	AuraStudio.Core\DeviceFirmwareLabel.cs:69	: "Archivos de la familia Aura en el disco — todavía sin arrancar (sin evidencia de que el bootloader esté instalado)";
PANTALLA	AuraStudio.Core\DeviceFirmwareLabel.cs:75	return "Rockbox instalado (no es Aura) — conectado desde Rockbox" + dual;
PANTALLA	AuraStudio.Core\DeviceFirmwareLabel.cs:78	return "Rockbox instalado (no es Aura)" + dual;
PANTALLA	AuraStudio.Core\DeviceFirmwareLabel.cs:81	? "Archivos de Rockbox en el disco (no es Aura), pero el iPod está corriendo el firmware de Apple y Rockbox nunca ha arrancado aquí"
PANTALLA	AuraStudio.Core\DeviceFirmwareLabel.cs:82	: "Archivos de Rockbox en el disco (no es Aura) — sin evidencia de arranque";
PANTALLA	AuraStudio.Core\FirmwareArtifacts.cs:290	"no hay con qué verificar los archivos del firmware.");
PANTALLA	AuraStudio.Core\FirmwareArtifacts.cs:315	"no se puede grabar el bootloader.");
PANTALLA	AuraStudio.Core\FirmwareArtifacts.cs:345	"sin esa herramienta no se puede grabar el bootloader.");
PANTALLA	AuraStudio.Core\FirmwareArtifacts.cs:359	"el archivo está dañado o no es el que publicó el Release.");
PANTALLA	AuraStudio.Core\FirmwareArtifacts.cs:376	"el archivo cambió y no se puede confiar en él.");
PANTALLA	AuraStudio.Core\FirmwareArtifacts.cs:412	"el archivo está dañado o no es el que publicó el Release.");
PANTALLA	AuraStudio.Core\FirmwareArtifacts.cs:440	errors.Add("checksums.txt contiene una línea inválida.");
PANTALLA	AuraStudio.Core\FirmwareArtifacts.cs:446	errors.Add("checksums.txt contiene una ruta insegura.");
PANTALLA	AuraStudio.Core\FirmwareArtifacts.cs:478	if (unsafePath) errors.Add("rockbox.zip contiene una ruta insegura.");
PANTALLA	AuraStudio.Core\FirmwareArtifacts.cs:483	errors.Add("rockbox.zip está incompleto (le faltan codecs o plugins): " +
PANTALLA	AuraStudio.Core\FirmwareArtifacts.cs:489	errors.Add("rockbox.zip no es un archivo válido.");
PANTALLA	AuraStudio.Core\FirmwareUpdateDecision.cs:136	"la versión más nueva publicada.",
PANTALLA	AuraStudio.Core\FirmwareUpdateDecision.cs:157	$"{bundledTag ?? "una versión más vieja"}. Actualiza Aura Studio para poder instalarla.",
PANTALLA	AuraStudio.Core\FirmwareUpdateDecision.cs:181	"que es lo que trae esta copia de Aura Studio."
PANTALLA	AuraStudio.Core\FirmwareUpdateDecision.cs:201	"la versión más nueva publicada.",
PANTALLA	AuraStudio.Core\FirmwareUpdateDecision.cs:78	"No se pudo consultar GitHub para saber si hay una versión más nueva. " +
PANTALLA	AuraStudio.Core\FirmwareUpdateDecision.cs:79	"Revisa tu conexión y vuelve a intentar.";
PANTALLA	AuraStudio.Core\IPodDiskInfo.cs:55	? (HasAuraConfig ? "Archivos Aura detectados (familia no declarada)" : "No se detectó una instalación Aura")
PANTALLA	AuraStudio.Core\IPodDiskInfo.cs:55	? (HasAuraConfig ? "Archivos Aura detectados (familia no declarada)" : "No se detectó una instalación Aura")
PANTALLA	AuraStudio.Core\InstallManifest.cs:89	throw new InvalidDataException("El archivo de firmware no contiene ninguna entrada.");
PANTALLA	AuraStudio.Core\Installer\FirmwareSwitcher.cs:83	_ => "No se pudo cambiar de firmware."
PANTALLA	AuraStudio.Core\Installer\FirmwareTreeWriter.cs:103	progress?.Report(new("Copiando el firmware al iPod…", null));
PANTALLA	AuraStudio.Core\Installer\FirmwareTreeWriter.cs:140	progress?.Report(new("La actualización selectiva no pudo; instalando completo…", null));
PANTALLA	AuraStudio.Core\Installer\FirmwareTreeWriter.cs:270	progress?.Report(new("La copia se interrumpió — reintentando…", null));
PANTALLA	AuraStudio.Core\Installer\FirmwareTreeWriter.cs:81	progress?.Report(new("Verificando integridad de los archivos…", null));
PANTALLA	AuraStudio.Core\Installer\InstallerError.cs:100	"Para dual boot, el iPod debe conservar el firmware original de Apple en formato \"winpod\": tabla de " +
PANTALLA	AuraStudio.Core\Installer\InstallerError.cs:101	"particiones MBR con la partición de firmware de Apple intacta más una partición FAT32 — el formato que " +
PANTALLA	AuraStudio.Core\Installer\InstallerError.cs:102	"crea iTunes al restaurar en una PC con Windows. Este iPod está en formato de Mac (particiones " +
PANTALLA	AuraStudio.Core\Installer\InstallerError.cs:103	"Apple/HFS, que Rockbox no puede leer) o su disco no es legible, y prepararlo desde aquí borraría el " +
PANTALLA	AuraStudio.Core\Installer\InstallerError.cs:104	"disco completo, incluido el firmware original. Opciones: restaura el iPod con iTunes/Apple Devices y " +
PANTALLA	AuraStudio.Core\Installer\InstallerError.cs:105	"vuelve a intentar dual boot, o instala solo el firmware si no necesitas conservar el de Apple.";
PANTALLA	AuraStudio.Core\Installer\InstallerError.cs:111	"Tu iPod se desconectó durante la copia de archivos. Copiar el firmware completo son miles de archivos " +
PANTALLA	AuraStudio.Core\Installer\InstallerError.cs:112	"chicos y puede tardar varios minutos por USB — revisa el cable (evita concentradores USB si usas uno) " +
PANTALLA	AuraStudio.Core\Installer\InstallerError.cs:113	"y vuelve a intentar: lo que ya se copió no se pierde, la copia sigue desde donde quedó.";
PANTALLA	AuraStudio.Core\Installer\InstallerError.cs:123	"El iPod recibió el envío del firmware, pero nunca confirmó haberlo aplicado — sigue en modo DFU. Si " +
PANTALLA	AuraStudio.Core\Installer\InstallerError.cs:124	"Windows abrió iTunes o Apple Devices mostrando el iPod en modo de recuperación, ciérralo SIN tocar " +
PANTALLA	AuraStudio.Core\Installer\InstallerError.cs:125	"\"Restaurar\" (eso reinstalaría el firmware original de Apple). Después vuelve a intentar: el iPod ya " +
PANTALLA	AuraStudio.Core\Installer\InstallerError.cs:126	"está en modo DFU, así que el reintento debería llegar rápido a este mismo paso.";
PANTALLA	AuraStudio.Core\Installer\InstallerError.cs:137	"El iPod volvió a aparecer con el firmware original de Apple atendiendo el USB: el bootloader no quedó " +
PANTALLA	AuraStudio.Core\Installer\InstallerError.cs:138	"grabado. Vuelve a intentar el paso de DFU (el disco ya está preparado, no hace falta formatearlo otra vez).";
PANTALLA	AuraStudio.Core\Installer\InstallerError.cs:169	"Windows no tiene un controlador para tu iPod en modo DFU, así que Aura Studio no puede hablarle. " +
PANTALLA	AuraStudio.Core\Installer\InstallerError.cs:170	"Instala Apple Devices (o iTunes) desde la Microsoft Store, o asigna el controlador WinUSB al " +
PANTALLA	AuraStudio.Core\Installer\InstallerError.cs:171	"dispositivo con Zadig; el paso de permisos explica ambas opciones.";
PANTALLA	AuraStudio.Core\Installer\InstallerError.cs:22	public override string Message => "No se detectó ningún iPod conectado.";
PANTALLA	AuraStudio.Core\Installer\InstallerError.cs:28	"El iPod no está formateado en FAT32. Conviértelo antes de continuar.";
PANTALLA	AuraStudio.Core\Installer\InstallerError.cs:34	"No se detectó el iPod en modo DFU a tiempo. Vuelve a intentar la combinación de botones.";
PANTALLA	AuraStudio.Core\Installer\InstallerError.cs:53	"— el iPod quedaría sin video o sin audio. No es un problema de tu conexión; vuelve a intentar más " +
PANTALLA	AuraStudio.Core\Installer\InstallerError.cs:54	"tarde o avisa que este Release salió mal.";
PANTALLA	AuraStudio.Core\Installer\InstallerError.cs:77	"solo — desconecta los demás discos externos y vuelve a intentar.";
PANTALLA	AuraStudio.Core\Installer\InstallerError.cs:84	"Cancelaste el permiso de administrador. Este paso no puede continuar sin ese permiso.";
PANTALLA	AuraStudio.Core\Installer\PrivilegedOperation.cs:80	return "La petición no trae el tamaño esperado del disco, así que no se puede re-verificar.";
PANTALLA	AuraStudio.Core\Installer\PrivilegedOperation.cs:82	return "La tolerancia de tamaño no puede ser negativa.";
PANTALLA	AuraStudio.Core\Installer\PrivilegedOperation.cs:84	return "La etiqueta del volumen quedó vacía.";
PANTALLA	AuraStudio.Core\Library\CatalogPersister.cs:148	Failed?.Invoke(this, "La biblioteca no está disponible: no se pudo guardar.");
PANTALLA	AuraStudio.Core\Library\LibraryPersistence.cs:392	? new CatalogLoad(new PersistedLibrary(), "El catálogo de la biblioteca está vacío o dañado.")
PANTALLA	AuraStudio.Core\Library\MediaInfoEdit.cs:73	public static string IncompleteReason => "Título, artista y álbum son obligatorios para sincronizar.";
PANTALLA	AuraStudio.Core\Library\MediaTableRow.cs:171	SyncItemState.Synced => "En el iPod",
PANTALLA	AuraStudio.Core\Library\MediaTableRow.cs:175	SyncItemState.ModifiedOnDevice => "Cambió en el iPod",
PANTALLA	AuraStudio.Core\Library\MediaTableRow.cs:176	_ => "Se borró en el iPod"
PANTALLA	AuraStudio.Core\Library\MusicTableColumn.cs:104	MusicTableColumn.Album => "Álbum",
PANTALLA	AuraStudio.Core\Library\MusicTableColumn.cs:105	MusicTableColumn.AlbumArtist => "Artista del álbum",
PANTALLA	AuraStudio.Core\Library\MusicTableColumn.cs:108	MusicTableColumn.DiscNumber => "Número de disco",
PANTALLA	AuraStudio.Core\Library\MusicTableColumn.cs:115	MusicTableColumn.DateAdded => "Fecha en que se agregó",
PANTALLA	AuraStudio.Core\Library\MusicTableColumn.cs:124	MusicTableColumn.DiscNumber => "Disco",
PANTALLA	AuraStudio.Core\Library\MusicTableColumn.cs:95	MusicColumnGroup.File => "Archivo",
PANTALLA	AuraStudio.Core\Library\PreparedMusic.cs:100	return new PreparedMusicDecision(PreparedMusicAction.Keep, "el preparado sigue sirviendo");
PANTALLA	AuraStudio.Core\Library\PreparedMusic.cs:71	"el archivo de origen ya sirve tal como está");
PANTALLA	AuraStudio.Core\Library\PreparedMusic.cs:76	return new PreparedMusicDecision(PreparedMusicAction.Build, "todavía no hay preparado");
PANTALLA	AuraStudio.Core\Library\PreparedMusic.cs:82	"el archivo de origen cambió de tamaño");
PANTALLA	AuraStudio.Core\Library\PreparedMusic.cs:91	"no se pudo leer la fecha de los archivos");
PANTALLA	AuraStudio.Core\Library\PreparedMusic.cs:97	"el archivo de origen es más nuevo que el preparado");
PANTALLA	AuraStudio.Core\Library\PreparedMusicBuilder.cs:131	return PreparedMusicResult.None("hay que convertirlo y no hay convertidor");
PANTALLA	AuraStudio.Core\Library\PreparedMusicBuilder.cs:152	if (!copied.Copied) return PreparedMusicResult.None(copied.Reason ?? "no se pudo copiar");
PANTALLA	AuraStudio.Core\Library\PreparedMusicBuilder.cs:64	if (item.Kind != LibraryItemKind.Music) return PreparedMusicResult.None("no es música");
PANTALLA	AuraStudio.Core\Library\PreparedMusicBuilder.cs:67	return PreparedMusicResult.None("la música copiada es su propio preparado");
PANTALLA	AuraStudio.Core\Library\PreparedMusicBuilder.cs:73	if (!disk.Exists(source)) return PreparedMusicResult.None("el archivo de origen no está");
PANTALLA	AuraStudio.Core\Library\PreparedMusicBuilder.cs:83	return PreparedMusicResult.None("este formato viaja tal cual");
PANTALLA	AuraStudio.Core\Library\SimilarItemsDetector.cs:29	SimilarityConfidence.Duplicate => "Casi seguro es el mismo archivo dos veces.",
PANTALLA	AuraStudio.Core\Library\SimilarItemsDetector.cs:30	SimilarityConfidence.Probable => "Probablemente es la misma canción con la metadata escrita distinto.",
PANTALLA	AuraStudio.Core\Library\SimilarItemsDetector.cs:31	_ => "Se parecen, pero podrían ser versiones distintas. Conviene revisar."
PANTALLA	AuraStudio.Core\Library\SimilarItemsDetector.cs:372	reasons.Add("A uno le falta el artista");
PANTALLA	AuraStudio.Core\Library\SimilarItemsDetector.cs:426	if (sameFileSize) reasons.Add("Mismo tamaño exacto de archivo");
PANTALLA	AuraStudio.Core\Library\SimilarItemsDetector.cs:448	if (sameFileSize) reasons.Add("Mismo tamaño exacto de archivo");
PANTALLA	AuraStudio.Core\Library\SimilarItemsDetector.cs:454	reasons.Add($"Categorías distintas: {a.Item.Category ?? "sin categoría"} / {b.Item.Category ?? "sin categoría"}");
PANTALLA	AuraStudio.Core\Library\SimilarItemsDetector.cs:454	reasons.Add($"Categorías distintas: {a.Item.Category ?? "sin categoría"} / {b.Item.Category ?? "sin categoría"}");
PANTALLA	AuraStudio.Core\Library\SimilarItemsDetector.cs:52	_ => "Álbum"
PANTALLA	AuraStudio.Core\Library\SimilarItemsDetector.cs:606	bits[0] += " sin pérdida";
PANTALLA	AuraStudio.Core\Library\SimilarItemsDetector.cs:608	bits.Add(kind == LibraryItemKind.Music ? "con carátula" : "con póster");
PANTALLA	AuraStudio.Core\Library\SimilarItemsDetector.cs:608	bits.Add(kind == LibraryItemKind.Music ? "con carátula" : "con póster");
PANTALLA	AuraStudio.Core\Library\SimilarItemsDetector.cs:609	if (keep.Item.Metadata?.SyncedLyrics is not null) bits.Add("con letra");
PANTALLA	AuraStudio.Core\Library\SimilarItemsDetector.cs:612	bits.Add("el más grande");
PANTALLA	AuraStudio.Core\Library\SyncScope.cs:50	public const string NothingSelected = "No hay ningún elemento seleccionado para sincronizar.";
PANTALLA	AuraStudio.Core\Library\SyncScope.cs:52	public const string SelectionNotReady = "Los elementos seleccionados todavía no están listos para sincronizar.";
PANTALLA	AuraStudio.Core\Library\SyncScope.cs:54	public const string NothingReady = "No hay nada listo para sincronizar.";
PANTALLA	AuraStudio.Core\Media\FfmpegLocator.cs:125	"No se encontró ffmpeg en esta computadora. Instálalo con "
PANTALLA	AuraStudio.Core\Media\FfmpegLocator.cs:126	+ "\"winget install Gyan.FFmpeg\", o elige dónde está en Ajustes › Video.";
PANTALLA	AuraStudio.Core\Networking\AlbumCoverSearch.cs:69	"No se encontraron tapas para este álbum. Revisa que el título y el artista estén bien escritos.";
PANTALLA	AuraStudio.Core\Networking\AlbumCoverSearch.cs:72	"También puedes activar Deezer en Ajustes › Servicios para buscar en más lugares.";
PANTALLA	AuraStudio.Core\Networking\ArtistImageResolver.cs:163	"No se pudo: MusicBrainz está saturado. Vuelve a intentarlo en un rato.",
PANTALLA	AuraStudio.Core\Networking\ArtistImageResolver.cs:166	{ Found: 0, Failed: 0 } => "No se consiguió ninguna foto de artista nueva.",
PANTALLA	AuraStudio.Core\Networking\ArtistImageResolver.cs:31	"Para las fotos de artista hace falta una clave de fanart.tv (Ajustes › Servicios).";
PANTALLA	AuraStudio.Core\Networking\ArtistImageResolver.cs:33	public const string NoMatchReason = "No se encontró a este artista en MusicBrainz.";
PANTALLA	AuraStudio.Core\Networking\ArtistImageResolver.cs:35	public const string NoImageReason = "fanart.tv no tiene foto de este artista.";
PANTALLA	AuraStudio.Core\Networking\ArtistImageResolver.cs:78	"MusicBrainz está saturado en este momento. Vuelve a intentarlo en un rato.";
PANTALLA	AuraStudio.Core\Networking\NetworkingContracts.cs:27	new("No se encontró ningún resultado") { IsNoMatch = true };
PANTALLA	AuraStudio.Core\Networking\VideoArtworkResolver.cs:138	"Para los pósters de video hace falta una clave de TMDB (Ajustes › Servicios).";
PANTALLA	AuraStudio.Core\Networking\VideoArtworkResolver.cs:140	public const string NoMatchReason = "No se encontró un póster para este video.";
PANTALLA	AuraStudio.Core\ThemeInstaller.cs:154	throw new ThemeInstallException("Ese tema ya no está en el iPod.");
PANTALLA	AuraStudio.Core\ThemeInstaller.cs:157	throw new ThemeInstallException("Ese tema no se puede leer para exportarlo.");
PANTALLA	AuraStudio.Core\ThemeInstaller.cs:165	$"\"{success.Manifest.Name}\" está marcado como de uso personal: no se puede compartir.");
PANTALLA	AuraStudio.Core\ThemeInstaller.cs:192	ThemeValidationError.ManifestMissing => "le falta el archivo theme.cfg.",
PANTALLA	AuraStudio.Core\ThemeInstaller.cs:193	ThemeValidationError.ManifestUnreadable => "su theme.cfg no se puede leer.",
PANTALLA	AuraStudio.Core\ThemeInstaller.cs:202	_ => "no pasó la revisión."
PANTALLA	AuraStudio.Core\ThemeInstaller.cs:209	+ "Genérala con el design-system del firmware antes de construir el tema.",
PANTALLA	AuraStudio.Core\ThemeInstaller.cs:211	"En la carpeta de assets falta icons/masks/, que es donde viven las máscaras de los íconos.",
PANTALLA	AuraStudio.Core\ThemeInstaller.cs:45	_ => new InstalledTheme(id, id, false, "No se pudo revisar el tema.")
PANTALLA	AuraStudio.Core\ThemeInstaller.cs:61	: "No se pudo revisar el tema.";
TRAMPA	AuraStudio.App\ViewModels\LibraryViewModel.cs:1851	if (result.Action != PreparedMusicAction.None || result.Reason.Contains("no se pudo"))
TRAMPA	AuraStudio.App\Views\MediaInfoDialog.cs:136	foreach (string key in (string[])["Título", "Artista", "Álbum"])
TRAMPA	AuraStudio.Core\Library\LibraryGrouping.cs:156	public const string UnknownAlbumTitle = "Sin álbum";
TRAMPA	AuraStudio.Core\Library\LibraryGrouping.cs:158	public const string UnknownPhotoAlbumTitle = "Sin álbum";
TRAMPA	AuraStudio.Core\Networking\TMDBClient.cs:69	string language = "es-MX")
